FUND CASH ACCT SEQ,INVST PLAN ARR SEQ,ACCT CASH FUND,ACCT CASH FUND TYPE CDE,CCY ACCT CASH FUND CDE,LAST INGESTION TIMESTAMP,PRM_LNE_OF_BUS_CDE_FILTER,CTRY_CDE_FILTER,ENTITY_CDE_FILTER
153563,6357907,410000,56700E,10161, Current_timestamp(), 154ud1249, SAP11734, 57SAT1216
153564,6357908,410000,56700E,10162, Current_timestamp(), 154ud1250, SAP11735, 57SAT1217
153565,6357909,410000,56700E,10163, Current_timestamp(), 154ud1251, SAP11736, 57SAT1218
153566,6357910,410000,56700E,10164, Current_timestamp(), 154ud1252, SAP11737, 57SAT1219
153567,6357911,410000,56700E,10165, Current_timestamp(), 154ud1253, SAP11738, 57SAT1220
153568,6357912,410000,56700E,10166, Current_timestamp(), 154ud1254, SAP11739, 57SAT1221
153569,6357913,410000,56700E,10167, Current_timestamp(), 154ud1255, SAP11740, 57SAT1222
153570,6357914,410000,56700E,10168, Current_timestamp(), 154ud1256, SAP11741, 57SAT1223
153571,6357915,410000,56700E,10169, Current_timestamp(), 154ud1257, SAP11742, 57SAT1224
153572,6357916,410000,56700E,10170, Current_timestamp(), 154ud1258, SAP11743, 57SAT1225
153573,6357917,410000,56700E,10171, Current_timestamp(), 154ud1259, SAP11744, 57SAT1226
153574,6357918,410000,56700E,10172, Current_timestamp(), 154ud1260, SAP11745, 57SAT1227
153575,6357919,410000,56700E,10173, Current_timestamp(), 154ud1261, SAP11746, 57SAT1228
153576,6357920,410000,56700E,10174, Current_timestamp(), 154ud1262, SAP11747, 57SAT1229
153577,6357921,410000,56700E,10175, Current_timestamp(), 154ud1263, SAP11748, 57SAT1230
153578,6357922,410000,56700E,10176, Current_timestamp(), 154ud1264, SAP11749, 57SAT1231
153579,6357923,410000,56700E,10177, Current_timestamp(), 154ud1265, SAP11750, 57SAT1232
153580,6357924,410000,56700E,10178, Current_timestamp(), 154ud1266, SAP11751, 57SAT1233
153581,6357925,410000,56700E,10179, Current_timestamp(), 154ud1267, SAP11752, 57SAT1234
153582,6357926,410000,56700E,10180, Current_timestamp(), 154ud1268, SAP11753, 57SAT1235
153583,6357927,410000,56700E,10181, Current_timestamp(), 154ud1269, SAP11754, 57SAT1236
153584,6357928,410000,56700E,10182, Current_timestamp(), 154ud1270, SAP11755, 57SAT1237
153585,6357929,410000,56700E,10183, Current_timestamp(), 154ud1271, SAP11756, 57SAT1238
153586,6357930,410000,56700E,10184, Current_timestamp(), 154ud1272, SAP11757, 57SAT1239
153587,6357931,410000,56700E,10185, Current_timestamp(), 154ud1273, SAP11758, 57SAT1240
153588,6357932,410000,56700E,10186, Current_timestamp(), 154ud1274, SAP11759, 57SAT1241
153589,6357933,410000,56700E,10187, Current_timestamp(), 154ud1275, SAP11760, 57SAT1242
153590,6357934,410000,56700E,10188, Current_timestamp(), 154ud1276, SAP11761, 57SAT1243
153591,6357935,410000,56700E,10189, Current_timestamp(), 154ud1277, SAP11762, 57SAT1244
153592,6357936,410000,56700E,10190, Current_timestamp(), 154ud1278, SAP11763, 57SAT1245
153593,6357937,410000,56700E,10191, Current_timestamp(), 154ud1279, SAP11764, 57SAT1246
153594,6357938,410000,56700E,10192, Current_timestamp(), 154ud1280, SAP11765, 57SAT1247
153595,6357939,410000,56700E,10193, Current_timestamp(), 154ud1281, SAP11766, 57SAT1248
153596,6357940,410000,56700E,10194, Current_timestamp(), 154ud1282, SAP11767, 57SAT1249
153597,6357941,410000,56700E,10195, Current_timestamp(), 154ud1283, SAP11768, 57SAT1250
153598,6357942,410000,56700E,10196, Current_timestamp(), 154ud1284, SAP11769, 57SAT1251
153599,6357943,410000,56700E,10197, Current_timestamp(), 154ud1285, SAP11770, 57SAT1252
153600,6357944,410000,56700E,10198, Current_timestamp(), 154ud1286, SAP11771, 57SAT1253
153601,6357945,410000,56700E,10199, Current_timestamp(), 154ud1287, SAP11772, 57SAT1254
153602,6357946,410000,56700E,10200, Current_timestamp(), 154ud1288, SAP11773, 57SAT1255
153603,6357947,410000,56700E,10201, Current_timestamp(), 154ud1289, SAP11774, 57SAT1256
153604,6357948,410000,56700E,10202, Current_timestamp(), 154ud1290, SAP11775, 57SAT1257
153605,6357949,410000,56700E,10203, Current_timestamp(), 154ud1291, SAP11776, 57SAT1258
153606,6357950,410000,56700E,10204, Current_timestamp(), 154ud1292, SAP11777, 57SAT1259
153607,6357951,410000,56700E,10205, Current_timestamp(), 154ud1293, SAP11778, 57SAT1260
153608,6357952,410000,56700E,10206, Current_timestamp(), 154ud1294, SAP11779, 57SAT1261
153609,6357953,410000,56700E,10207, Current_timestamp(), 154ud1295, SAP11780, 57SAT1262
153610,6357954,410000,56700E,10208, Current_timestamp(), 154ud1296, SAP11781, 57SAT1263
153611,6357955,410000,56700E,10209, Current_timestamp(), 154ud1297, SAP11782, 57SAT1264
153612,6357956,410000,56700E,10210, Current_timestamp(), 154ud1298, SAP11783, 57SAT1265
153613,6357957,410000,56700E,10211, Current_timestamp(), 154ud1299, SAP11784, 57SAT1266
153614,6357958,410000,56700E,10212, Current_timestamp(), 154ud1300, SAP11785, 57SAT1267
153615,6357959,410000,56700E,10213, Current_timestamp(), 154ud1301, SAP11786, 57SAT1268
153616,6357960,410000,56700E,10214, Current_timestamp(), 154ud1302, SAP11787, 57SAT1269
153617,6357961,410000,56700E,10215, Current_timestamp(), 154ud1303, SAP11788, 57SAT1270
153618,6357962,410000,56700E,10216, Current_timestamp(), 154ud1304, SAP11789, 57SAT1271
153619,6357963,410000,56700E,10217, Current_timestamp(), 154ud1305, SAP11790, 57SAT1272
153620,6357964,410000,56700E,10218, Current_timestamp(), 154ud1306, SAP11791, 57SAT1273
153621,6357965,410000,56700E,10219, Current_timestamp(), 154ud1307, SAP11792, 57SAT1274
153622,6357966,410000,56700E,10220, Current_timestamp(), 154ud1308, SAP11793, 57SAT1275
153623,6357967,410000,56700E,10221, Current_timestamp(), 154ud1309, SAP11794, 57SAT1276
153624,6357968,410000,56700E,10222, Current_timestamp(), 154ud1310, SAP11795, 57SAT1277
153625,6357969,410000,56700E,10223, Current_timestamp(), 154ud1311, SAP11796, 57SAT1278
153626,6357970,410000,56700E,10224, Current_timestamp(), 154ud1312, SAP11797, 57SAT1279
153627,6357971,410000,56700E,10225, Current_timestamp(), 154ud1313, SAP11798, 57SAT1280
153628,6357972,410000,56700E,10226, Current_timestamp(), 154ud1314, SAP11799, 57SAT1281
153629,6357973,410000,56700E,10227, Current_timestamp(), 154ud1315, SAP11800, 57SAT1282
153630,6357974,410000,56700E,10228, Current_timestamp(), 154ud1316, SAP11801, 57SAT1283
153631,6357975,410000,56700E,10229, Current_timestamp(), 154ud1317, SAP11802, 57SAT1284
153632,6357976,410000,56700E,10230, Current_timestamp(), 154ud1318, SAP11803, 57SAT1285
153633,6357977,410000,56700E,10231, Current_timestamp(), 154ud1319, SAP11804, 57SAT1286
153634,6357978,410000,56700E,10232, Current_timestamp(), 154ud1320, SAP11805, 57SAT1287
153635,6357979,410000,56700E,10233, Current_timestamp(), 154ud1321, SAP11806, 57SAT1288
153636,6357980,410000,56700E,10234, Current_timestamp(), 154ud1322, SAP11807, 57SAT1289
153637,6357981,410000,56700E,10235, Current_timestamp(), 154ud1323, SAP11808, 57SAT1290
153638,6357982,410000,56700E,10236, Current_timestamp(), 154ud1324, SAP11809, 57SAT1291
153639,6357983,410000,56700E,10237, Current_timestamp(), 154ud1325, SAP11810, 57SAT1292
153640,6357984,410000,56700E,10238, Current_timestamp(), 154ud1326, SAP11811, 57SAT1293
153641,6357985,410000,56700E,10239, Current_timestamp(), 154ud1327, SAP11812, 57SAT1294
153642,6357986,410000,56700E,10240, Current_timestamp(), 154ud1328, SAP11813, 57SAT1295
153643,6357987,410000,56700E,10241, Current_timestamp(), 154ud1329, SAP11814, 57SAT1296
153644,6357988,410000,56700E,10242, Current_timestamp(), 154ud1330, SAP11815, 57SAT1297
153645,6357989,410000,56700E,10243, Current_timestamp(), 154ud1331, SAP11816, 57SAT1298
153646,6357990,410000,56700E,10244, Current_timestamp(), 154ud1332, SAP11817, 57SAT1299
153647,6357991,410000,56700E,10245, Current_timestamp(), 154ud1333, SAP11818, 57SAT1300
153648,6357992,410000,56700E,10246, Current_timestamp(), 154ud1334, SAP11819, 57SAT1301
153649,6357993,410000,56700E,10247, Current_timestamp(), 154ud1335, SAP11820, 57SAT1302
153650,6357994,410000,56700E,10248, Current_timestamp(), 154ud1336, SAP11821, 57SAT1303
153651,6357995,410000,56700E,10249, Current_timestamp(), 154ud1337, SAP11822, 57SAT1304
153652,6357996,410000,56700E,10250, Current_timestamp(), 154ud1338, SAP11823, 57SAT1305
153653,6357997,410000,56700E,10251, Current_timestamp(), 154ud1339, SAP11824, 57SAT1306
153654,6357998,410000,56700E,10252, Current_timestamp(), 154ud1340, SAP11825, 57SAT1307
153655,6357999,410000,56700E,10253, Current_timestamp(), 154ud1341, SAP11826, 57SAT1308
153656,6358000,410000,56700E,10254, Current_timestamp(), 154ud1342, SAP11827, 57SAT1309
153657,6358001,410000,56700E,10255, Current_timestamp(), 154ud1343, SAP11828, 57SAT1310
153658,6358002,410000,56700E,10256, Current_timestamp(), 154ud1344, SAP11829, 57SAT1311
153659,6358003,410000,56700E,10257, Current_timestamp(), 154ud1345, SAP11830, 57SAT1312
153660,6358004,410000,56700E,10258, Current_timestamp(), 154ud1346, SAP11831, 57SAT1313
153661,6358005,410000,56700E,10259, Current_timestamp(), 154ud1347, SAP11832, 57SAT1314
153662,6358006,410000,56700E,10260, Current_timestamp(), 154ud1348, SAP11833, 57SAT1315
153663,6358007,410000,56700E,10261, Current_timestamp(), 154ud1349, SAP11834, 57SAT1316
153664,6358008,410000,56700E,10262, Current_timestamp(), 154ud1350, SAP11835, 57SAT1317
153665,6358009,410000,56700E,10263, Current_timestamp(), 154ud1351, SAP11836, 57SAT1318
153666,6358010,410000,56700E,10264, Current_timestamp(), 154ud1352, SAP11837, 57SAT1319
153667,6358011,410000,56700E,10265, Current_timestamp(), 154ud1353, SAP11838, 57SAT1320
153668,6358012,410000,56700E,10266, Current_timestamp(), 154ud1354, SAP11839, 57SAT1321
153669,6358013,410000,56700E,10267, Current_timestamp(), 154ud1355, SAP11840, 57SAT1322
153670,6358014,410000,56700E,10268, Current_timestamp(), 154ud1356, SAP11841, 57SAT1323
153671,6358015,410000,56700E,10269, Current_timestamp(), 154ud1357, SAP11842, 57SAT1324
153672,6358016,410000,56700E,10270, Current_timestamp(), 154ud1358, SAP11843, 57SAT1325
153673,6358017,410000,56700E,10271, Current_timestamp(), 154ud1359, SAP11844, 57SAT1326
153674,6358018,410000,56700E,10272, Current_timestamp(), 154ud1360, SAP11845, 57SAT1327
153675,6358019,410000,56700E,10273, Current_timestamp(), 154ud1361, SAP11846, 57SAT1328
153676,6358020,410000,56700E,10274, Current_timestamp(), 154ud1362, SAP11847, 57SAT1329
153677,6358021,410000,56700E,10275, Current_timestamp(), 154ud1363, SAP11848, 57SAT1330
153678,6358022,410000,56700E,10276, Current_timestamp(), 154ud1364, SAP11849, 57SAT1331
153679,6358023,410000,56700E,10277, Current_timestamp(), 154ud1365, SAP11850, 57SAT1332
153680,6358024,410000,56700E,10278, Current_timestamp(), 154ud1366, SAP11851, 57SAT1333
153681,6358025,410000,56700E,10279, Current_timestamp(), 154ud1367, SAP11852, 57SAT1334
153682,6358026,410000,56700E,10280, Current_timestamp(), 154ud1368, SAP11853, 57SAT1335
153683,6358027,410000,56700E,10281, Current_timestamp(), 154ud1369, SAP11854, 57SAT1336
153684,6358028,410000,56700E,10282, Current_timestamp(), 154ud1370, SAP11855, 57SAT1337
153685,6358029,410000,56700E,10283, Current_timestamp(), 154ud1371, SAP11856, 57SAT1338
153686,6358030,410000,56700E,10284, Current_timestamp(), 154ud1372, SAP11857, 57SAT1339
153687,6358031,410000,56700E,10285, Current_timestamp(), 154ud1373, SAP11858, 57SAT1340
153688,6358032,410000,56700E,10286, Current_timestamp(), 154ud1374, SAP11859, 57SAT1341
153689,6358033,410000,56700E,10287, Current_timestamp(), 154ud1375, SAP11860, 57SAT1342
153690,6358034,410000,56700E,10288, Current_timestamp(), 154ud1376, SAP11861, 57SAT1343
153691,6358035,410000,56700E,10289, Current_timestamp(), 154ud1377, SAP11862, 57SAT1344
153692,6358036,410000,56700E,10290, Current_timestamp(), 154ud1378, SAP11863, 57SAT1345
153693,6358037,410000,56700E,10291, Current_timestamp(), 154ud1379, SAP11864, 57SAT1346
153694,6358038,410000,56700E,10292, Current_timestamp(), 154ud1380, SAP11865, 57SAT1347
153695,6358039,410000,56700E,10293, Current_timestamp(), 154ud1381, SAP11866, 57SAT1348
153696,6358040,410000,56700E,10294, Current_timestamp(), 154ud1382, SAP11867, 57SAT1349
153697,6358041,410000,56700E,10295, Current_timestamp(), 154ud1383, SAP11868, 57SAT1350
153698,6358042,410000,56700E,10296, Current_timestamp(), 154ud1384, SAP11869, 57SAT1351
153699,6358043,410000,56700E,10297, Current_timestamp(), 154ud1385, SAP11870, 57SAT1352
153700,6358044,410000,56700E,10298, Current_timestamp(), 154ud1386, SAP11871, 57SAT1353
153701,6358045,410000,56700E,10299, Current_timestamp(), 154ud1387, SAP11872, 57SAT1354
153702,6358046,410000,56700E,10300, Current_timestamp(), 154ud1388, SAP11873, 57SAT1355
153703,6358047,410000,56700E,10301, Current_timestamp(), 154ud1389, SAP11874, 57SAT1356
153704,6358048,410000,56700E,10302, Current_timestamp(), 154ud1390, SAP11875, 57SAT1357
153705,6358049,410000,56700E,10303, Current_timestamp(), 154ud1391, SAP11876, 57SAT1358
153706,6358050,410000,56700E,10304, Current_timestamp(), 154ud1392, SAP11877, 57SAT1359
153707,6358051,410000,56700E,10305, Current_timestamp(), 154ud1393, SAP11878, 57SAT1360
153708,6358052,410000,56700E,10306, Current_timestamp(), 154ud1394, SAP11879, 57SAT1361
153709,6358053,410000,56700E,10307, Current_timestamp(), 154ud1395, SAP11880, 57SAT1362
153710,6358054,410000,56700E,10308, Current_timestamp(), 154ud1396, SAP11881, 57SAT1363
153711,6358055,410000,56700E,10309, Current_timestamp(), 154ud1397, SAP11882, 57SAT1364
153712,6358056,410000,56700E,10310, Current_timestamp(), 154ud1398, SAP11883, 57SAT1365
153713,6358057,410000,56700E,10311, Current_timestamp(), 154ud1399, SAP11884, 57SAT1366
153714,6358058,410000,56700E,10312, Current_timestamp(), 154ud1400, SAP11885, 57SAT1367
153715,6358059,410000,56700E,10313, Current_timestamp(), 154ud1401, SAP11886, 57SAT1368
153716,6358060,410000,56700E,10314, Current_timestamp(), 154ud1402, SAP11887, 57SAT1369
153717,6358061,410000,56700E,10315, Current_timestamp(), 154ud1403, SAP11888, 57SAT1370
153718,6358062,410000,56700E,10316, Current_timestamp(), 154ud1404, SAP11889, 57SAT1371
153719,6358063,410000,56700E,10317, Current_timestamp(), 154ud1405, SAP11890, 57SAT1372
153720,6358064,410000,56700E,10318, Current_timestamp(), 154ud1406, SAP11891, 57SAT1373
153721,6358065,410000,56700E,10319, Current_timestamp(), 154ud1407, SAP11892, 57SAT1374
153722,6358066,410000,56700E,10320, Current_timestamp(), 154ud1408, SAP11893, 57SAT1375
153723,6358067,410000,56700E,10321, Current_timestamp(), 154ud1409, SAP11894, 57SAT1376
153724,6358068,410000,56700E,10322, Current_timestamp(), 154ud1410, SAP11895, 57SAT1377
153725,6358069,410000,56700E,10323, Current_timestamp(), 154ud1411, SAP11896, 57SAT1378
153726,6358070,410000,56700E,10324, Current_timestamp(), 154ud1412, SAP11897, 57SAT1379
153727,6358071,410000,56700E,10325, Current_timestamp(), 154ud1413, SAP11898, 57SAT1380
153728,6358072,410000,56700E,10326, Current_timestamp(), 154ud1414, SAP11899, 57SAT1381
153729,6358073,410000,56700E,10327, Current_timestamp(), 154ud1415, SAP11900, 57SAT1382
153730,6358074,410000,56700E,10328, Current_timestamp(), 154ud1416, SAP11901, 57SAT1383
153731,6358075,410000,56700E,10329, Current_timestamp(), 154ud1417, SAP11902, 57SAT1384
153732,6358076,410000,56700E,10330, Current_timestamp(), 154ud1418, SAP11903, 57SAT1385
153733,6358077,410000,56700E,10331, Current_timestamp(), 154ud1419, SAP11904, 57SAT1386
153734,6358078,410000,56700E,10332, Current_timestamp(), 154ud1420, SAP11905, 57SAT1387
153735,6358079,410000,56700E,10333, Current_timestamp(), 154ud1421, SAP11906, 57SAT1388
153736,6358080,410000,56700E,10334, Current_timestamp(), 154ud1422, SAP11907, 57SAT1389
153737,6358081,410000,56700E,10335, Current_timestamp(), 154ud1423, SAP11908, 57SAT1390
153738,6358082,410000,56700E,10336, Current_timestamp(), 154ud1424, SAP11909, 57SAT1391
153739,6358083,410000,56700E,10337, Current_timestamp(), 154ud1425, SAP11910, 57SAT1392
153740,6358084,410000,56700E,10338, Current_timestamp(), 154ud1426, SAP11911, 57SAT1393
153741,6358085,410000,56700E,10339, Current_timestamp(), 154ud1427, SAP11912, 57SAT1394
153742,6358086,410000,56700E,10340, Current_timestamp(), 154ud1428, SAP11913, 57SAT1395
153743,6358087,410000,56700E,10341, Current_timestamp(), 154ud1429, SAP11914, 57SAT1396
153744,6358088,410000,56700E,10342, Current_timestamp(), 154ud1430, SAP11915, 57SAT1397
153745,6358089,410000,56700E,10343, Current_timestamp(), 154ud1431, SAP11916, 57SAT1398
153746,6358090,410000,56700E,10344, Current_timestamp(), 154ud1432, SAP11917, 57SAT1399
153747,6358091,410000,56700E,10345, Current_timestamp(), 154ud1433, SAP11918, 57SAT1400
153748,6358092,410000,56700E,10346, Current_timestamp(), 154ud1434, SAP11919, 57SAT1401
153749,6358093,410000,56700E,10347, Current_timestamp(), 154ud1435, SAP11920, 57SAT1402
153750,6358094,410000,56700E,10348, Current_timestamp(), 154ud1436, SAP11921, 57SAT1403
153751,6358095,410000,56700E,10349, Current_timestamp(), 154ud1437, SAP11922, 57SAT1404
153752,6358096,410000,56700E,10350, Current_timestamp(), 154ud1438, SAP11923, 57SAT1405
153753,6358097,410000,56700E,10351, Current_timestamp(), 154ud1439, SAP11924, 57SAT1406
153754,6358098,410000,56700E,10352, Current_timestamp(), 154ud1440, SAP11925, 57SAT1407
153755,6358099,410000,56700E,10353, Current_timestamp(), 154ud1441, SAP11926, 57SAT1408
153756,6358100,410000,56700E,10354, Current_timestamp(), 154ud1442, SAP11927, 57SAT1409
153757,6358101,410000,56700E,10355, Current_timestamp(), 154ud1443, SAP11928, 57SAT1410
153758,6358102,410000,56700E,10356, Current_timestamp(), 154ud1444, SAP11929, 57SAT1411
153759,6358103,410000,56700E,10357, Current_timestamp(), 154ud1445, SAP11930, 57SAT1412
153760,6358104,410000,56700E,10358, Current_timestamp(), 154ud1446, SAP11931, 57SAT1413
153761,6358105,410000,56700E,10359, Current_timestamp(), 154ud1447, SAP11932, 57SAT1414
153762,6358106,410000,56700E,10360, Current_timestamp(), 154ud1448, SAP11933, 57SAT1415
153763,6358107,410000,56700E,10361, Current_timestamp(), 154ud1449, SAP11934, 57SAT1416
153764,6358108,410000,56700E,10362, Current_timestamp(), 154ud1450, SAP11935, 57SAT1417
153765,6358109,410000,56700E,10363, Current_timestamp(), 154ud1451, SAP11936, 57SAT1418
153766,6358110,410000,56700E,10364, Current_timestamp(), 154ud1452, SAP11937, 57SAT1419
153767,6358111,410000,56700E,10365, Current_timestamp(), 154ud1453, SAP11938, 57SAT1420
153768,6358112,410000,56700E,10366, Current_timestamp(), 154ud1454, SAP11939, 57SAT1421
153769,6358113,410000,56700E,10367, Current_timestamp(), 154ud1455, SAP11940, 57SAT1422
153770,6358114,410000,56700E,10368, Current_timestamp(), 154ud1456, SAP11941, 57SAT1423
153771,6358115,410000,56700E,10369, Current_timestamp(), 154ud1457, SAP11942, 57SAT1424
153772,6358116,410000,56700E,10370, Current_timestamp(), 154ud1458, SAP11943, 57SAT1425
153773,6358117,410000,56700E,10371, Current_timestamp(), 154ud1459, SAP11944, 57SAT1426
153774,6358118,410000,56700E,10372, Current_timestamp(), 154ud1460, SAP11945, 57SAT1427
153775,6358119,410000,56700E,10373, Current_timestamp(), 154ud1461, SAP11946, 57SAT1428
153776,6358120,410000,56700E,10374, Current_timestamp(), 154ud1462, SAP11947, 57SAT1429
153777,6358121,410000,56700E,10375, Current_timestamp(), 154ud1463, SAP11948, 57SAT1430
153778,6358122,410000,56700E,10376, Current_timestamp(), 154ud1464, SAP11949, 57SAT1431
153779,6358123,410000,56700E,10377, Current_timestamp(), 154ud1465, SAP11950, 57SAT1432
153780,6358124,410000,56700E,10378, Current_timestamp(), 154ud1466, SAP11951, 57SAT1433
153781,6358125,410000,56700E,10379, Current_timestamp(), 154ud1467, SAP11952, 57SAT1434
153782,6358126,410000,56700E,10380, Current_timestamp(), 154ud1468, SAP11953, 57SAT1435
153783,6358127,410000,56700E,10381, Current_timestamp(), 154ud1469, SAP11954, 57SAT1436
153784,6358128,410000,56700E,10382, Current_timestamp(), 154ud1470, SAP11955, 57SAT1437
153785,6358129,410000,56700E,10383, Current_timestamp(), 154ud1471, SAP11956, 57SAT1438
153786,6358130,410000,56700E,10384, Current_timestamp(), 154ud1472, SAP11957, 57SAT1439
153787,6358131,410000,56700E,10385, Current_timestamp(), 154ud1473, SAP11958, 57SAT1440
153788,6358132,410000,56700E,10386, Current_timestamp(), 154ud1474, SAP11959, 57SAT1441
153789,6358133,410000,56700E,10387, Current_timestamp(), 154ud1475, SAP11960, 57SAT1442
153790,6358134,410000,56700E,10388, Current_timestamp(), 154ud1476, SAP11961, 57SAT1443
153791,6358135,410000,56700E,10389, Current_timestamp(), 154ud1477, SAP11962, 57SAT1444
153792,6358136,410000,56700E,10390, Current_timestamp(), 154ud1478, SAP11963, 57SAT1445
153793,6358137,410000,56700E,10391, Current_timestamp(), 154ud1479, SAP11964, 57SAT1446
153794,6358138,410000,56700E,10392, Current_timestamp(), 154ud1480, SAP11965, 57SAT1447
153795,6358139,410000,56700E,10393, Current_timestamp(), 154ud1481, SAP11966, 57SAT1448
153796,6358140,410000,56700E,10394, Current_timestamp(), 154ud1482, SAP11967, 57SAT1449
153797,6358141,410000,56700E,10395, Current_timestamp(), 154ud1483, SAP11968, 57SAT1450
153798,6358142,410000,56700E,10396, Current_timestamp(), 154ud1484, SAP11969, 57SAT1451
153799,6358143,410000,56700E,10397, Current_timestamp(), 154ud1485, SAP11970, 57SAT1452
153800,6358144,410000,56700E,10398, Current_timestamp(), 154ud1486, SAP11971, 57SAT1453
153801,6358145,410000,56700E,10399, Current_timestamp(), 154ud1487, SAP11972, 57SAT1454
153802,6358146,410000,56700E,10400, Current_timestamp(), 154ud1488, SAP11973, 57SAT1455
153803,6358147,410000,56700E,10401, Current_timestamp(), 154ud1489, SAP11974, 57SAT1456
153804,6358148,410000,56700E,10402, Current_timestamp(), 154ud1490, SAP11975, 57SAT1457
153805,6358149,410000,56700E,10403, Current_timestamp(), 154ud1491, SAP11976, 57SAT1458
153806,6358150,410000,56700E,10404, Current_timestamp(), 154ud1492, SAP11977, 57SAT1459
153807,6358151,410000,56700E,10405, Current_timestamp(), 154ud1493, SAP11978, 57SAT1460
153808,6358152,410000,56700E,10406, Current_timestamp(), 154ud1494, SAP11979, 57SAT1461
153809,6358153,410000,56700E,10407, Current_timestamp(), 154ud1495, SAP11980, 57SAT1462
153810,6358154,410000,56700E,10408, Current_timestamp(), 154ud1496, SAP11981, 57SAT1463
153811,6358155,410000,56700E,10409, Current_timestamp(), 154ud1497, SAP11982, 57SAT1464
153812,6358156,410000,56700E,10410, Current_timestamp(), 154ud1498, SAP11983, 57SAT1465
153813,6358157,410000,56700E,10411, Current_timestamp(), 154ud1499, SAP11984, 57SAT1466
153814,6358158,410000,56700E,10412, Current_timestamp(), 154ud1500, SAP11985, 57SAT1467
153815,6358159,410000,56700E,10413, Current_timestamp(), 154ud1501, SAP11986, 57SAT1468
153816,6358160,410000,56700E,10414, Current_timestamp(), 154ud1502, SAP11987, 57SAT1469
153817,6358161,410000,56700E,10415, Current_timestamp(), 154ud1503, SAP11988, 57SAT1470
153818,6358162,410000,56700E,10416, Current_timestamp(), 154ud1504, SAP11989, 57SAT1471
153819,6358163,410000,56700E,10417, Current_timestamp(), 154ud1505, SAP11990, 57SAT1472
153820,6358164,410000,56700E,10418, Current_timestamp(), 154ud1506, SAP11991, 57SAT1473
153821,6358165,410000,56700E,10419, Current_timestamp(), 154ud1507, SAP11992, 57SAT1474
153822,6358166,410000,56700E,10420, Current_timestamp(), 154ud1508, SAP11993, 57SAT1475
153823,6358167,410000,56700E,10421, Current_timestamp(), 154ud1509, SAP11994, 57SAT1476
153824,6358168,410000,56700E,10422, Current_timestamp(), 154ud1510, SAP11995, 57SAT1477
153825,6358169,410000,56700E,10423, Current_timestamp(), 154ud1511, SAP11996, 57SAT1478
153826,6358170,410000,56700E,10424, Current_timestamp(), 154ud1512, SAP11997, 57SAT1479
153827,6358171,410000,56700E,10425, Current_timestamp(), 154ud1513, SAP11998, 57SAT1480
153828,6358172,410000,56700E,10426, Current_timestamp(), 154ud1514, SAP11999, 57SAT1481
153829,6358173,410000,56700E,10427, Current_timestamp(), 154ud1515, SAP12000, 57SAT1482
153830,6358174,410000,56700E,10428, Current_timestamp(), 154ud1516, SAP12001, 57SAT1483
153831,6358175,410000,56700E,10429, Current_timestamp(), 154ud1517, SAP12002, 57SAT1484
153832,6358176,410000,56700E,10430, Current_timestamp(), 154ud1518, SAP12003, 57SAT1485
153833,6358177,410000,56700E,10431, Current_timestamp(), 154ud1519, SAP12004, 57SAT1486
153834,6358178,410000,56700E,10432, Current_timestamp(), 154ud1520, SAP12005, 57SAT1487
153835,6358179,410000,56700E,10433, Current_timestamp(), 154ud1521, SAP12006, 57SAT1488
153836,6358180,410000,56700E,10434, Current_timestamp(), 154ud1522, SAP12007, 57SAT1489
153837,6358181,410000,56700E,10435, Current_timestamp(), 154ud1523, SAP12008, 57SAT1490
153838,6358182,410000,56700E,10436, Current_timestamp(), 154ud1524, SAP12009, 57SAT1491
153839,6358183,410000,56700E,10437, Current_timestamp(), 154ud1525, SAP12010, 57SAT1492
153840,6358184,410000,56700E,10438, Current_timestamp(), 154ud1526, SAP12011, 57SAT1493
153841,6358185,410000,56700E,10439, Current_timestamp(), 154ud1527, SAP12012, 57SAT1494
153842,6358186,410000,56700E,10440, Current_timestamp(), 154ud1528, SAP12013, 57SAT1495
153843,6358187,410000,56700E,10441, Current_timestamp(), 154ud1529, SAP12014, 57SAT1496
153844,6358188,410000,56700E,10442, Current_timestamp(), 154ud1530, SAP12015, 57SAT1497
153845,6358189,410000,56700E,10443, Current_timestamp(), 154ud1531, SAP12016, 57SAT1498
153846,6358190,410000,56700E,10444, Current_timestamp(), 154ud1532, SAP12017, 57SAT1499
153847,6358191,410000,56700E,10445, Current_timestamp(), 154ud1533, SAP12018, 57SAT1500
153848,6358192,410000,56700E,10446, Current_timestamp(), 154ud1534, SAP12019, 57SAT1501
153849,6358193,410000,56700E,10447, Current_timestamp(), 154ud1535, SAP12020, 57SAT1502
153850,6358194,410000,56700E,10448, Current_timestamp(), 154ud1536, SAP12021, 57SAT1503
153851,6358195,410000,56700E,10449, Current_timestamp(), 154ud1537, SAP12022, 57SAT1504
153852,6358196,410000,56700E,10450, Current_timestamp(), 154ud1538, SAP12023, 57SAT1505
153853,6358197,410000,56700E,10451, Current_timestamp(), 154ud1539, SAP12024, 57SAT1506
153854,6358198,410000,56700E,10452, Current_timestamp(), 154ud1540, SAP12025, 57SAT1507
153855,6358199,410000,56700E,10453, Current_timestamp(), 154ud1541, SAP12026, 57SAT1508
153856,6358200,410000,56700E,10454, Current_timestamp(), 154ud1542, SAP12027, 57SAT1509
